Timestamp,Why would you rather not have children? ,Please explain your previous answer.,
5/6/2015 17:57:06,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","I used to make comments like ""I'm too selfish"" or ""kids are gross"" to joke my way out of answering why I don't want kids, but when it comes down to it, it's just not in me. ",
5/6/2015 18:00:44,I like my life as it is.,"I have a million excuses/reasons.  I am older.  My husband doesn't really want them and I never really had that calling to have them.  I love kids, I am a fantastic aunt. I do like my freedom and I know kids are a lot of work. ",
5/6/2015 18:07:29,I like my life as it is.,I live a good stress free life and i dont want to change,
5/6/2015 18:12:24,I like my life as it is.,,
5/6/2015 18:15:09,"I want to prioritize my career., I like my life as it is.","I am a flight attendant on a private aircraft. I have been flying for 16 years. For me, flying and having children are just not compatible. Specially when you are on call and can go on a flight at any time and be away from 24 hours to several days or weeks.

I simply never felt the need for children, and now, at 43, I still don't feel it.  I like my life as it is and I feel there is a time for children, and that time is when you are young. But I loved my job at that time and I didn't see the opportunity to have children, plus I didn't feel the need.  So, I decided I wouldn't be a mother.",
5/6/2015 18:19:48,I don’t like children.,my answer is self explanitory,
5/6/2015 18:20:11,"I don’t want the financial responsibility., I like my life as it is.",I work for the State of Florida and have not had a raise in nine years.  I can't afford a child.  I also enjoy not having that responsibility.,
5/6/2015 18:21:51,I want to prioritize my career.,I have too many plans that children just don't fit into.,
5/6/2015 18:25:02,I like my life as it is.,It could be a number of the above but it really is simple.  I just don't want a child.  I never have - I have never felt an urge for a child or have been nervous that I would regret not having one.  Children are a HUGE responsibility - one that is never ending from the start - I think about that alone and I know I made the right choice.  I wish more people would consider the time and monetary responsibilities before having a child.  There are so many things I would like to do in this world and I know a child  would prohibit me from doing them.  Simple things like dinner with friends and more elaborate things like visiting the Great Wall of China are equally impossible with children at home.  ,
5/6/2015 18:36:51,I like my life as it is.,i want to be the one who gets to take a nap in the middle of the afternoon,
5/6/2015 18:39:08,I like my life as it is.,"It's simple I like my life and do not feel a need or desire to add children to it. 

I love my freedom, I can pick up and go or move or travel without worrying whether or not it is harmful to someone else's life.

I like children, love all my nieces and nephews and the older I get the more convinced I am that I made the right decision for me.",
5/6/2015 18:42:40,I like my life as it is.,I have never had an interest in having children. I feel that there are enough people in need for me to take care of without having to create new ones. Overpopulation should be an option on this survey. It is a very valid reason.,
5/6/2015 18:45:19,I like my life as it is.,,
5/6/2015 18:46:42,I like my life as it is.,,
5/6/2015 18:47:12,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.","Kids are adorable. They can be sweet and funny and give us a whole new perspective on life's quandries. But kids are also gross and impatient and co-dependent. I like working with kids and I like playing with other people's kids but at the end of the day, I get to give the kids back. The kid cries or hurts themself and I get to be the support as I hand them off to the parents. I don't want kids of my own because I'm happy being ""the cool aunt."" I'm happy to impart wisdom and keep my First Aid certification updated and teach them jokes and crawl on the floor on all fours whinnying like a horse...as long as I know that I am free from the forever responsibility. I like kids but I like my life as is more!",
5/6/2015 18:50:55,I like my life as it is.,"Our over populated, polluted plant does not need me to create new life. It needs me to protect it for the rest of the time I am here. I also do not wish to have children because, I appreciate my body the way it is, I appreciate sleeping in, I appreciate my alone time, I appreciate quiet time when I want it. I will never get tired of taking a candel lit bubble bath for an hour, and drinking wine when and where I want. I appreciate going out with my friends without having to find a babysitter, I myself an an orphan and believe to bring a child into this world without grandparents would be cruel. Mental illnesses, diseases like cancer and heart attacks run in my family, and I am afraid of having a child that would be naturally prond to disease.  Out species has not yet be able to colonize another plante, or even we haven't all learned that solar power is the only way we can live a safe pollution free life. Why would I want to bring a child up in a world filled with famin, rape, divorce, heartbrake, diseases, kidnappings, death, murder, job loss, poverty, pollution, drugs. 

For myself the cons outweigh the pros. I love and respect my unborn childs life to much, to even want to attempt to bring a bew human into this world.

Reaven Moran",
5/6/2015 18:53:07,"I want to prioritize my career., I don’t want the financial responsibility.","My husband and I both don't want children, we are going back to school and don't want that burden. Once we finish school we want to travel and do what we want without having to make sure we have a babysitter. The financial aspect of it is that children are expensive and we don't want that burden.",
5/6/2015 18:55:09,I don’t like children.,not fond of children . cant take their responsibility.,
5/6/2015 19:05:11,I like my life as it is.,,
5/6/2015 19:09:57,"I want to prioritize my career., I like my life as it is.","I enjoy having a balanced life where I spend quality time with my husband and time for me.  
I'm now 48 and when I was in my 20s and 30s the option of having children as well as a career wasn't easy in the hotel industry.  With long hours and travel I didn't see children as a real viable option. 
In saying that I am content and fulfilled with my life and achievements without children and have been able to make a difference in many people's lives as I have the time and energy to give to many. ",
5/6/2015 19:10:21,I like my life as it is.,"I am perfectly satisfied with my career, my freedom, my friendships, and my existence. By myself, I have achieved a balance that is just starting to hum along perfectly. I don't have room for additional responsibilities, distractions, expenses, or commitments. ",
5/6/2015 19:17:12,I like my life as it is.,"I was diagnosed with colon cancer in 2004. At that time I did fertility preservation.  In the following years I had two recurrences and 4 surgeries, 2 rounds of chemo and five weeks of radiation.  I decided not to do fertility preservation again because it was just too much drugs in my system. So I left the baby stuff to fate. If it happened it happened.  I was okay with not having kids.  I also did not hv a man in my life. I didn't meet him until I was 40 and by that time I was all set with the idea of kids. He also didn't want to hv more kids. He has one. We are happily married now. ",
5/6/2015 19:18:03,"I don’t want the financial responsibility., I like my life as it is.","My life is already full of so much stress from work and life and bills and money, not to mention emotional stress. I feel it wouldn't be responsible of me to bring a child into my stress filled world. On top of that, I struggle to express my emotions and to ask for what I want. I did not have good role models growing up for these areas. I don't want to pass my lack of skills to anyone else. I want to be free to do what I want without worrying about anyone else. I have never wanted children except for a brief period of time in my early 30's when biology kicked in. Well that's over now and I just don't picture myself having children. I never have.  ",
5/6/2015 19:18:59,I want to prioritize my career.,I plan on waiting until after medschool/residency if I have children at all.,
5/6/2015 19:24:27,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.",I love being g able to do what I want when I want. It also leaves me the opportunity to be an awesome auntie and give my nieces experiences that their families are unable to.  I fly them to see see out of state and give them a chance to see and experience a new environment/culture.,
5/6/2015 19:26:39,"I don’t want the financial responsibility., I like my life as it is.",I don't have the energy. I am always tired and can barely get done what I need to do for myself everyday. I've gone to doctors all my life trying to figure out why but nothing has been found so without an answer I can't have a cure so how could I do all the would be necessary for a child. 😞,
5/6/2015 19:28:09,I like my life as it is.,I want to travel the world.  I want to spend time with my husband.  I want to be selfish with my time. ,
5/6/2015 19:33:04,"I don’t want the financial responsibility., I like my life as it is.","I like my freedom.  Choosing to not have kids means more time, money and energy for me and my husband. We like having nieces, nephews and godkids. That's more than enough for me.",
5/6/2015 19:34:56,I have a bad relationship with my parents.,"I had an unhappy childhood and even though I go to therapy regularly and have created a great life, I just can't see how I would be able to be a good parent. Plus I have a lot of freedom now (time and financial) and I don't think I could give that up.",
5/6/2015 19:40:59,"I want to prioritize my career., I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","Having children means your life and choices are altered forever because all the decisions you will make will affect another human being, a child. Unless you realise that, you can destroy someone. I have paid for my mother's poor decisions so I chose not to have children when I was 11. I am presently focusing on my career and like my life as it is right now.",
5/6/2015 19:41:26,I like my life as it is.,"In truth...growing up I always thought I'd have a big family...lots of little munchkins running around....when the time was right.  Then I spent a great deal of my twenties and early thirties being vigilant against unplanned pregnancy.  I'd watched too many friends &/or acquaintances manage suprise pregnancies & I wanted to avoid finding myself in that situation.  For a time I had a partner that I could actually imagine procreating with...but partnerships can be challening & as our's changed my desire to have babies with him changed.  We would have had beautiful babies.

As I entered my mid-thirties I really started to evaluate if in fact I'd always wanted to have babies of if I had just been socially conditioned to think I'd always wanted babies...becausse, you know, that's what women do....it's how you know you are of value & being a woman ""right"".  That whole ""biological"" clock business...I hadn't heard so much as a tick (& still haven't)....so it must not be time just yet.  There was never any presure from my parents to ""give them grandchildren"" & as time move on I became less & less attached to the idea of having children.  Additionally, my ideas about nurturing and motherhood evolved & I realized that if I ever felt so moved as to be a mother, I can love a child...the child does not have to be from my body for me to love them...so any lingering sense of ergency disappeared.

I guess the funny thing is...I don't really feel like I've made a choice not to have children..I have just never felt compelled to persue becoming a parent.  I feel compelled to travel, to laugh & cry with my friends, to spend time with my family, to garden, to dance, to do so many things but being a parent has not been one of them.

I love my life, I don't feel like I'm missing out on something because I haven't had a child.  I don't think that my life would be more fulfilling or meaningful if I had a child.  I don't feel the need to see a little me running around (it actually seems kind of vain & selfish to me considering the state of the world regarding population/resources...but that is a completely different converstation.)

I could go on & on about this topic...mostly because I am at the age where everyone feels it is thier responsibility to point out that my ""window of opportunity "" is rapily closing & I'll regret it if I don't do it.  

Yeah, that's not a compelling enough arguement to alter the next 20 years of my life....because I ""might"" regret it?  I've made it this far with out regretting it :)

",
5/6/2015 19:42:39,I want to prioritize my career.,"I don't really love children. I wouldn't want to be responsible for another human being 24/7, 365. Not even my own cousins. I don't feel I'm nurturing and I have different (in my mind bigger ) life goals (TV personality,  host etc). I'm 22 and should I meet the right person who knows how I'll feel about kids.  But I feel having children is about as likely as me suddenly wanting to become the president, not likely. ",
5/6/2015 19:56:11,"I want to prioritize my career., I like my life as it is.",,
5/6/2015 19:57:04,I like my life as it is.,Deep down I think it has to do with the fact that I have a poor relationship with my father. ,
5/6/2015 20:02:22,"I want to prioritize my career., I like my life as it is.",The depth of responsibility children require is not understood by most parents.,
5/6/2015 20:05:35,I like my life as it is.,,
5/6/2015 20:07:46,"I don’t like children., I like my life as it is.","I enjoy other people's children sometimes but definitely don't want to commit to one 24/7 for the rest of my life.  I enjoy my life and I love working as a hospice social worker.  I would much rather hang out with elderly folks than children.  Plus, the world is overpopulated and I would never want to add to that.  ",
5/6/2015 20:08:17,"I want to prioritize my career., I don’t want the financial responsibility.","... and by prioritizing my ""career"" I mean my purpose.  I haven't figured myself out or my purpose.  I don't think everyone's purpose is to have children.  I've spent a lot of time in my professional career caring for children and families.  I don't believe I'm missing anything.  ",
5/6/2015 20:08:22,I like my life as it is.,I have many reasons but #1 for me would be sleep I need 9-10 hrs and I just can't deal with lack of sleep ,
5/6/2015 20:11:40,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.",,
5/6/2015 20:11:48,I like my life as it is.,,
5/6/2015 20:13:06,I like my life as it is.,"My husband and I have an amazing relationship and we did not want that to change. Kids require a lot of time, energy, emotional care and money. This choice allows us to focus on each other, our careers and still have the the ability to travel now, while planning for an early retirement. ",
5/6/2015 20:14:11,I don’t like children.,"If it was a simpler time and children weren't so addicted to technology at such a young age I might consider it. I loath seeing kids younger than 10 years old having cell phones and ipads etc. The world I got to grow up in is a completely different place and it really has not changed for the better. Children these days have no common sense because everything they need to know is only a click away. They are a generation of know it alls, yet they really know nothing. I'd like to think that if I had children of my own I could raise them to be less dependent on google and more curious to explore the world around them in person. ",
5/6/2015 20:16:18,I like my life as it is.,"I believe parenthood has to be something you are very sure you want.  There are many people who are parents and shouldn't be. I know myself well enough to know that while I may have been very good at a lot of it, I never felt I would be good at enough of it. It's important to raise children that feel unconditional love.  I was not sure I could provide that. ",
5/6/2015 20:17:43,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.",Children are a huge responsibility 24/7 and it is not for me. I like having my freedom to do what I want and what I want to spend my money on. I treasure my time at the end of the day when it is just me and boyfriend and dont want to have share it with a child. ,
5/6/2015 20:19:31,I like my life as it is.,"I have never wanted kids, and at 47 I am so happy I don't!,",
5/6/2015 20:21:27,"I don’t want the financial responsibility., I like my life as it is.",,
5/6/2015 20:22:41,"I want to prioritize my career., I don’t want the financial responsibility.",I did not want to have children unless I was financially secure.  Not being married makes that even less possible. Fees of losing a husband or child also influenced my decision.  No husband- good career.,
5/6/2015 20:24:02,I like my life as it is.,I have never trusted the process of development inside me to have the child turn out OK at the end of 9 months ,
5/6/2015 20:25:14,"I want to prioritize my career., I like my life as it is.",,
5/6/2015 20:31:34,I have a bad relationship with my parents.,,
5/6/2015 20:34:11,I like my life as it is.,"Since ""other"" is not a choice I'm going to tell you the real reason I don't want to have kids. It is because this world sucks and I wouldn't want to bring my child into it. We destroy the environment, we abuse and torture animals, we bomb each other, we have no common courtesy for one another, we don't respect people's personal choices, and our lives today are completely consumed by consumerism. 
I've considered adopting a child who is already in this world so my husband and I could try and give it a better life, but I certainly don't want to bring my own flesh and blood into this world. ",
5/6/2015 20:34:18,I like my life as it is.,"I have never felt compelled one way or the other, and I don't think someone who actively wants to mother necessarily should, if she can help it. If it happened tomorrow, sure - but my husband and I are happy with our lives, and as the wise women on SATC once said, ""You can have a perfectly nice life without a baby."" So far, so good! :)",
5/6/2015 20:35:09,I like my life as it is.,"i just had no desire, or biological clock ticked for me...plain and simple. ",
5/6/2015 20:36:09,I don’t want the financial responsibility.,,
5/6/2015 20:37:45,"I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","Children are a life-time commitment, a responsibility not to be taken lightly.  There are major financial concerns that should be taken into account; there are enough human beings living in destitution without bringing a new life into abject poverty.  Considering the implications of generation after generation of poor familial relations, I believe in breaking the cycle.  If my parents, grandparents, and great-grandparents all had tumultuous relationships with their children, setting poor examples in personal relationships, it is likely that I am just as ill-equipped to raise a child out of that cycle even with the ability understand that these examples should not be followed.  Finally, I simply do not care for children.  I don't wish to sacrifice my personal life and personal wishes for the sake of procreation.  ",
5/6/2015 20:38:57,I don’t like children.,,
5/6/2015 20:43:01,I like my life as it is.,I am the youngest of four children and have never had the desire to have children.  ,
5/6/2015 20:47:15,I like my life as it is.,,
5/6/2015 20:49:30,"I want to prioritize my career., I have a bad relationship with my parents.",,
5/6/2015 20:50:52,I like my life as it is.,I never wanted to have my own biologically and first knew that at 7 or 8. From age 19 reviewed it every January birthday and never changed. Chose to be influential in friends and other family members child's lives.,
5/6/2015 20:52:34,I have a bad relationship with my parents.,My mother is evil my father is or was a drunk,
5/6/2015 20:53:33,I like my life as it is.,"I'm in the best shape of my life and I finally have a job that I absolutely love. Having kids would make me give up so much I have achieved already. I think if I have kids, I would just keep wishing I could go back to the life I worked so hard for. That wouldn't be fair for kids to have a mom like that. ",
5/6/2015 21:01:54,I like my life as it is.,,
5/6/2015 21:03:04,I want to prioritize my career.,"Being financially stable is important and with the world the way it is with no sign of positive change, taking care of myself is enough if a financial struggle. ",
5/6/2015 21:05:45,I like my life as it is.,,
5/6/2015 21:08:29,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.",,
5/6/2015 21:10:19,I don’t like children.,I have 5 siblings and 4 of them are younger than me and so I was in like 5th grade when they were babies and that kind of ruined it for me.,
5/6/2015 21:10:26,I like my life as it is.,"If I have kids, it will not be because I ""tried"" it will be because I had an ""oops"" as they say. The reason I do not want to purposely have kids is the world is getting more unpredictable by the day. Climate change and over population is creating an uninhabitable environment for future generations (my possible kids and grandkids!) and more people are taking on a dangerous anarchist way of violence that I do not want kids to be subjected to. Living in this world just because someone wanted kids just to have kids, to carry the last name, or to have someone of blood to take care of them is not only selfish, but cruel and unusual punishment that that innocent child did not ask for. 

If you feel you must have a child to fulfill you life (though it shouldn't take a child to do that...) adopt someone who truly needs your love and help instead of contributing to the over population problem for your own selfish reasons. ",
5/6/2015 21:10:39,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.","I have severe endometriosis. I was told a number of years ago it would most likely be difficult for me to have children. After years of chronic pain, chronic fatigue, multiple surgeries; struggling to have a normal life I have up on having a child. I'm now 31 and finally in love with my boyfriend, who's supportive of me and how debilitating my illness can be. I'm lucky as well that he has a child from a previous relationship so the pressure has been taken off me. I may change my ",
5/6/2015 21:10:59,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.",I was not put here to have kids despite being a woman bearing children is NOT my only purpose In life. I have the choice to have kids and if I do I will adopt. I don't want to bring a child into this crummy world. I would rather adopt a child and try to better their Life. ,
5/6/2015 21:11:13,"I want to prioritize my career., I like my life as it is.",My husband and I like living on our own terms. Not having a schedule and having the freedom to do pretty much as we please. We also want careers that are not conducive to the constraints of raising children. ,
5/6/2015 21:11:41,I like my life as it is.,,
5/6/2015 21:16:30,"I want to prioritize my career., I don’t like children., I like my life as it is.","In my 20's and early 30's, I prioritized my career ahead of everything else in my life, including dating and relationships. Now that I am in my late 30's, I'm ready to share my life with a partner, but I don't wish to have children. Because I was so focused on my career for so long, I feel like I have a lot of living to do with my partner. I knew from a very young age that I did not want children. I like routine, structure, and precision, and children just aren't for me. I also fee that to be a good mother, you have to be very self-sacrificing. It's not that I'm selfish; I just wish to prioritize my partner and me ahead of all else. A healthy sex life is also very important to me, and NONE of my married with children friends have a level of sex that would be acceptable to me. Believe it or not, it is very challenging for find a man who does not want children in the future. I'm a great partner and have great relationships, but children remains the primary dealbreaker. ",
5/6/2015 21:18:03,I like my life as it is.,"It a big responsibility to take on for a lifetime. This is  a cruel, hard world to raise another life in. I really don't have a desire to have children, even though I honestly do love them. ",
5/6/2015 21:24:12,"I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","I wouldn't be able to support a child, either mentally or emotionally. My husband and I knew right away when we started dating that neither of us wanted children, and we've been met with many doctors telling us that having a child will improve my mental/emotional state. 

We got a puppy instead. I've never been happier! I love my family and my cousin's kids, but children just aren't for me.",
5/6/2015 21:26:14,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.","Life use to be about getting married and starting a family but so much has changed. Not only are women choosing and let's emphasize the word, ""choosing"" not to have children but realizing that life isn't just about getting married and having children. 

This once was the idea, the ideal life and typical way of thinking but it isn't anymore and I'm so thankful and happy that I get to decide I don't want children. 

I love them dearly but that does't mean I have to have some of my own. My brother and sister both have kids, I'm very close to my cousins which some have kids and others on the way so I get to be an extension to them as some form or another, a mom. 

And the fact that I get to do that, to have that honor, to be able to be so closely in their lives is pretty amazing. But again it doesn't mean I have to have some of my own. 

I get a glimpse into the responsibility, worrying, fears and constant wondering of what they ate, if they slept enough, how was their day at school. I barely get to check in with myself let alone another human being I am responsible for bringing up into the world. 

I know I have a lot to offer to a child from love, affection, attention and hope but again it doesn't mean I have to have one. That's the best part about my life in the 21st century, living in the United States. I have that choice. ",
5/6/2015 21:28:19,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.",I am selfish and kids aren't in the picture for me because I wouldn't have enough time to raise one. ,
5/6/2015 21:33:04,I don’t want the financial responsibility.,No,
5/6/2015 21:33:26,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.","I had a great relationship with my parents and i come from a large (extended) family. However, I’m 25 and I’m still waiting to feel that ""maternal instinct"" or for my “biological clock” to start ticking. I think that if my life partner really wanted children, I’d be happy to have them. Although I don’t think I’d be willing to birth them myself. 
To be honest, the entire act of pregnancy terrifies me. It is CLEARLY an incredible power to have, and i commend anyone who goes through it. I absolutely admire the power of womens' body. I just can’t see myself putting my own body through that. 

Sometimes i think i’m very selfish to desire a child-free life. I want to travel, to have free time, to pursue what i love and have money to do it (granted those are not things necessarily exclusive to a child-free life). But, at the same time, it could be interpreted as very selfish to have children… to believe your genes are worth passing on, to bring more people onto this overpopulated, dying planet, to have children as your own pets, to have children to perpetuate outdated and patriarchal ideas of how a family should be.",
5/6/2015 21:38:37,"I want to prioritize my career., I like my life as it is.","I am 47, and, never got pregnant, however, I have never regretted that",
5/6/2015 21:42:27,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.","People make these assumptions about your life and you actually believe that was your path. Then you sit back and think and ask yourself ""Is this really what I want?"" My body has been through a lot, I am working on my dreams and goals which includes living my calling. I am not gung-ho about kids and that was it for me. I like them, they're cool but I didn't want to be a mother. What I have going on in my life, what I'm creating is possible because I don't have kids. I'm happy and really, that matters a lot more to me than caving to some old-fashioned thinking. Free will is a beautiful thing.",
5/6/2015 21:42:44,"I don’t want the financial responsibility., I like my life as it is.","I want to travel the world and fully enjoy my husband without the distraction of children. It is already stressful for me to think about making my mortgage payment (especially being the bread winner in my relationship), my car payment and our utility payments every month. I can't fathom thinking of the expenses that come along with raising a child and have the possibility of it leading to heartbreaking disappointment. I enjoy watching my nieces grow and that bond is enough for me. I can be a secondary mother to them when they need it. ",
5/6/2015 21:45:24,"I don’t want the financial responsibility., I like my life as it is.","I have seen the hardship they can cause while growing up. 
You never know how they'll turn out and mental illness, alcoholism and general idiocy has occurred in my family history. ",
5/6/2015 21:48:44,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","Even when I was a kid, I really didn't enjoy being around other kids, didn't play with dolls, had no interest in babysitting. It is not that I want to party every night or further a career or travel the world. . .I simply have zero interest in any aspect of motherhood and there is no phase of childhood that makes me think ""I would like having a kid that age.""",
5/6/2015 21:49:56,I like my life as it is.,"I am happy to be an aunt etc, but my soul tells me I don't want human babies. Never did; never will. Instead, the universe has different plans for me and my husband: we are guardians of the animals who don't have a voice. I am proud to say we have a four-bedroom house filled with love from abandoned fur babies (one dog, five cats). Between our friends, family and careers we feel so happy and fulfilled!",
5/6/2015 21:50:15,I like my life as it is.,I like having freedom to travel. My husband and I are happy and also feel we should not bring a child into this overpopulated world.,
5/6/2015 21:52:58,"I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.","I've honestly never had that maternal instinct. Even as a child, I didn't play with baby dolls like the other girls. ",
5/6/2015 21:54:50,"I don’t like children., I like my life as it is.","I've chosen to be child free, because I have never envisioned myself as a mother (except when I was a very small child).  I love the freedom my husband and I enjoy. Also, I don't believe that the earth can sustain the rate of population growth!",
5/6/2015 21:55:52,I like my life as it is.,,
5/6/2015 21:58:39,I like my life as it is.,I don't want to be tied down. I'm living my life for myself.,
5/6/2015 21:58:51,I like my life as it is.,I'm divorced and 41 yrs old I don't plan on marriage in future so no kids out of we'd lock and I'm just to old personally speaking,
5/6/2015 22:03:12,I like my life as it is.,"Basically, I love children but I don't want to raise them for a variety of reasons... Financial, lifestyle, career, and even our terrifying society are all factors. I really like my life. It feels full and complete. I don't really have doubts or second guess my choice, it just feels right. ",
5/6/2015 22:03:25,"I don’t want the financial responsibility., I like my life as it is.",,
5/6/2015 22:09:35,"I don’t want the financial responsibility., I like my life as it is.",,
5/6/2015 22:13:02,I like my life as it is.,I never felt the need for children. I did not plan my life around them. I got a great job and career and then lived my life.  It was a choice I made and I have never regretted it even after I was married. ,
5/6/2015 22:17:46,I have a bad relationship with my parents.,I never had the desire or wish or gene to have children.. I always knew how much work and sacrifice raising a child takes.. I knew I wouldnt be able to raise a child without resentment.. I was an adult nurturer. ,
5/6/2015 22:20:19,I like my life as it is.,,
5/6/2015 22:21:51,"I want to prioritize my career., I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility., I like my life as it is.",,
5/6/2015 22:23:16,I like my life as it is.,,
5/6/2015 22:23:40,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.",I don't like what I see occurring in the black culture. There is too much preying on the soul and the spirit.,
5/6/2015 22:26:01,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.","I don't want to have children as I don't physically yearn to have one. Practically, I don't feel compelled to carry a baby, give birth to it and not mess it up. Children are so precious and I see so many people damage their children indirectly and I would die of stress trying to do everything right.",
5/6/2015 22:26:06,"I don’t like children., I like my life as it is.",,
5/6/2015 22:26:34,I like my life as it is.,"I don't want to take care of anyone else. Life is stressfull enough as it is, I just don't want to make it worse. Besides, there is so many things I want to do, a kid would only hold me back.
And the most important:  it's optional !!",
5/6/2015 22:26:42,I like my life as it is.,"It has nothing to do with what I want, like, need, or desire but how I have felt called to serve. I was in the 6th grade when I decided children would not be a part of my future. People scoffed, adults mostly, saying I would change my mind...but, I haven't. There are so many kids who have parents who don't care or really have horrible ways of showing compassion. I love having an impact on those lives. It takes a village, I believe that... but it means some people need to be free to devote more attention to those in need and that is hard to do when you have your own to serve first. I truly believe, when it comes to my impact on raising children, it is to be there as a strong faith-centered, strong-willed, independent woman as a mentor to those children needing and craving such support.",
5/6/2015 22:31:33,"I don’t like children., I have a bad relationship with my parents., I don’t want the financial responsibility.",,
5/6/2015 22:37:13,I like my life as it is.,"I like being able to enjoy the fruits of all of my labor - money, free time, etc. I don't want to spend my free time at games or recitals. I listen to my friends with kids and am grateful i put thought into my decision instead of blindly following what's expected. My life is awesome. ""What if you get old and wish you had kids?"" I'm not going to have kids today just in case i regret it at 70. ",
5/6/2015 22:42:55,I don’t want the financial responsibility.,"I have never made enough money to give a child the life it deserves and as a result, I have decided not to introduce them to a life of denial.",
5/6/2015 22:43:14,"I want to prioritize my career., I like my life as it is.","I love my job and have worked hard to get to where I am.  I have to travel 2 hours one way to get to work.  If I had a child there wouldn't be enough hours in a day to adequately take care of him/her.  I would have to quit my job and since my salary is a lot higher than my husbands, this is not an option.  We own a home and between the taxes, mortgage and other expenses, one salary would not cut it.  I would be the one responsible for the household duties and the baby and I would probably crack up from all the pressure and responsibility.  #justnotcutoutformotherhood!",
5/6/2015 22:44:10,I like my life as it is.,"None of the above. I do not think I have the right temperament to be a parent. Children are exhausting, cute but exhausting.",
5/6/2015 22:46:12,I have a bad relationship with my parents.,"My mother was such a dreadful parent, I was terrified I would be an awful mother. I also have mourned a long time in my life for the loss of my childhood. I don't know that I wouldn't hold that against a child. I wasn't a wanted child and it was impossible to know what it would be like to be a good and loving mother.",
5/6/2015 22:54:06,I want to prioritize my career.,,
5/6/2015 22:54:59,I like my life as it is.,"I'm scared of physically carrying a baby.  Mothers and pregnant women are constantly talking about morning sickness, hemorrhoids, stretch marks, etc.  Makes me very pregnancy averse.  I'll admit....I'm also afraid of weight gain, peeing when I sneeze because your internal workings are never quite the same after pushing a nine pounder out of an opening that is very small.

Here's the thing.  I love kids.  I have a goddaughter. My boyfriend has an awesome daughter that I adore.  I don't mind being a stepmom or an ""auntie"".....I welcome it.  But carrying another human being.  No. Thank. You.",
5/6/2015 23:08:02,"I don’t want the financial responsibility., I like my life as it is.",,
5/6/2015 23:20:35,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","Freedom to do as I please, whenever I please.",
5/6/2015 23:23:08,"I don’t like children., I don’t want the financial responsibility., I like my life as it is.","There are a lot of reasons that i don't feel I want a child.  Life is crazy enough and then to think about being responsible for a whole other life, its scary.  I think a good portion is I just have no draw to being a mom and the other half is fear of getting it wrong. There are no gauntness! ",
5/6/2015 23:25:03,I like my life as it is.,,
5/6/2015 23:26:43,I like my life as it is.,,
5/6/2015 23:27:34,I like my life as it is.,It seems so selfish and reckless. I can always adopt later in life. Don't care about passing on my blood just compassion and love. ,
5/6/2015 23:31:54,"I want to prioritize my career., I don’t want the financial responsibility., I like my life as it is.",I just don't.,
5/6/2015 23:32:17,"I have a bad relationship with my parents., I don’t want the financial responsibility.",Do i want to subject a child to the ways of our current society? Life is so hard and so expensive. I have a hard enough time financially caring for myself. I wouldn't be able to afford a child the life I'd feel they deserve. And my husband never pressed the topic. We were both on the fence about it.,
5/6/2015 23:37:41,I like my life as it is.,I knew in my early teens that I didn't want to be a mother.,
